,airline_sentiment,text,tweet_created,tweet_location,score,one_hot_score
3932,positive,@virginamerica your inflight team makes the experience #amazing!,2015-02-20 15:13:30 -0800,Boca Raton FL 33434,1,"[0, 0, 1]"
3933,positive,@americanair aww thanks aa..dfw was on gma up here this am..so i understand ..btw a.a is my airline when im able to trv..love you guys.:),2015-02-24 09:27:28 -0800,East Coast     CT.,1,"[0, 0, 1]"
3934,positive,@usairways dominick l. at la guardia airport nyc gives the absolute best customer service! thanku! checking in made easy!,2015-02-23 08:12:27 -0800,east coast,1,"[0, 0, 1]"
3935,neutral,@jetblue fliers to gain access to wsj content - analyst blog - nasdaq http://t.co/dwese7xidr,2015-02-21 07:36:06 -0800,USA,0,"[0, 1, 0]"
3936,negative,@united thanks for nothing. really?!? 60 minute wait times when i've had to call back 4x. that's 240minute wait times.,2015-02-22 00:48:43 -0800,,-1,"[1, 0, 0]"
3937,neutral,@united i lost a voucher that i was given in miami aeroport on jan 26. i did not use it.,2015-02-24 10:37:41 -0800,USA,0,"[0, 1, 0]"
3938,neutral,"@jetblue my mom always said to never settle. if your chips ain't blue, you just won't do.",2015-02-23 14:14:50 -0800,Somewhere,0,"[0, 1, 0]"
3939,neutral,"“@united: @lruns4cupcakes please dm details, we'd like to help if you need assistance. ^kp” @clarkhoward #another #airlines #issues",2015-02-20 08:53:22 -0800,"Texas, duh! ",0,"[0, 1, 0]"
3940,neutral,@united or frontier ... http://t.co/n8winfu6c5,2015-02-20 14:08:31 -0800,"Purcellville, VA",0,"[0, 1, 0]"
3941,positive,@jetblue @leopolds_ic  no but my friend in the picture - phillip heller (jfk ifc) did and he said it was delicious!,2015-02-17 18:58:52 -0800,,1,"[0, 0, 1]"
3942,positive,@americanair kudos to the captain and crew for handling fustrated people while dealing with the preventable issues and shortcomings by maint,2015-02-24 07:50:35 -0800,,1,"[0, 0, 1]"
3943,neutral,"@usairways i forgot my password and i don't know if my username is correct, and i want to use my miles, what i have to do??",2015-02-24 10:53:14 -0800,Facebook: BÚFALOS F.C.,0,"[0, 1, 0]"
3944,neutral,@jetblue when will the system be up and running?,2015-02-22 08:48:00 -0800,,0,"[0, 1, 0]"
3945,positive,@southwestair thank you for the prompt response. i will email late flightr today.,2015-02-19 07:52:39 -0800,"iPhone: 44.912468,-93.318619",1,"[0, 0, 1]"
3946,negative,@united i didn't have time to take my wet clothes/suit back to the airport and wasn't going to pay for another cab to do so.,2015-02-22 18:27:34 -0800,"Hilo, HI",-1,"[1, 0, 0]"
3947,neutral,"@southwestair that was chantilly, paris, france.",2015-02-24 08:37:55 -0800,"Raleigh, NC",0,"[0, 1, 0]"
3948,negative,@united 32 people getting pretty tired about no action on solving the problem plus missing a day of vacation and skiing,2015-02-23 21:58:31 -0800,"Ottawa, Canada",-1,"[1, 0, 0]"
3949,negative,"@united your b737-800w  literally the smallest seats i have ever have, my dad got stuck in the tiny bathroom ad well #disspointed #premier1k",2015-02-22 14:37:16 -0800,"Bay Area, CA",-1,"[1, 0, 0]"
3950,negative,@united what's going on with your website? i'm flight booking problems three tickets today and i've been booted off the system umpteen times.,2015-02-24 07:35:09 -0800,"Summit, NJ",-1,"[1, 0, 0]"
3951,negative,@united 50 minute wait...still at the gate with a broken jetway. might miss connection,2015-02-19 16:51:17 -0800,,-1,"[1, 0, 0]"
3952,negative,@united diverted and missed our connecting flight. was just told that my bag is on it's way to msy. if you only had people that cared,2015-02-23 17:04:46 -0800,,-1,"[1, 0, 0]"
3953,positive,@united thnx!,2015-02-20 08:51:41 -0800,Alphen aan den Rijn,1,"[0, 0, 1]"
3954,positive,"@jetblue vegas, san francisco, baltimore, san diego and philadelphia so far! i'm a very frequent business traveler.",2015-02-19 14:42:44 -0800,"Burlington, MA",1,"[0, 0, 1]"
3955,positive,"@americanair 

fantastic support by the twitter team. i appreciate it. thanks again.",2015-02-22 13:35:34 -0800,,1,"[0, 0, 1]"
3956,positive,@jetblue @professorpaul15 always happy to help!,2015-02-17 15:04:10 -0800,"Washington, D.C.",1,"[0, 0, 1]"
3957,neutral,@jetblue such a bummer.  but i understand it's a business deal. thanks for answering me!  much less sad now.,2015-02-22 18:36:37 -0800,"New York, NY",0,"[0, 1, 0]"
3958,negative,@united boston is all self service. swipe yr own boarding pass at gate. most difficult: tag your own bag. not easy! #improvetheprocess,2015-02-22 11:22:33 -0800,"Mountain View, CA ",-1,"[1, 0, 0]"
3959,negative,@united i really have a hard time believing that 4 planes in this terminal are all delayed for mechanical issues. #whatgives #dullessucks,2015-02-20 05:56:09 -0800,,-1,"[1, 0, 0]"
3960,positive,@southwestair :arrived in san juan early. thanks for a great flight. luv u!,2015-02-18 10:20:31 -0800,,1,"[0, 0, 1]"
3961,negative,@united 132 characters does not cover my reasons i'm afraid,2015-02-21 05:39:26 -0800,,-1,"[1, 0, 0]"
3962,neutral,@united can i access frankfurt arrival lounge when i'm flying global first class?,2015-02-19 14:11:33 -0800,"Tulsa, OK",0,"[0, 1, 0]"
3963,negative,"@united @danahajek : she means to say there has been so many complaints today (this week, this month) that she can't respond b/c she's alone",2015-02-20 23:21:59 -0800,Chicago Illinois Crime.Inc,-1,"[1, 0, 0]"
3964,positive,@southwestair @love_dragonss oh my god lauren oh my god oh my god,2015-02-18 08:29:19 -0800,,1,"[0, 0, 1]"
3965,neutral,"@united alright, thank you. is there a page that says the routes you have for each aircraft? specifically the 787.",2015-02-18 15:45:58 -0800,roblox.com,0,"[0, 1, 0]"
3966,negative,@united searched for mileage tickets to bom couldn't find a single one is saver awards - i see how you play.  earn miles but can't use them.,2015-02-23 16:05:07 -0800,california,-1,"[1, 0, 0]"
3967,negative,"@united, american never had my bags apparently. united never switched them over. had to go back to united baggage service.",2015-02-22 12:01:11 -0800,STL,-1,"[1, 0, 0]"
3968,positive,@southwestair just go ahead and start the scavenger hunt after 5 pm today when work is over ;) #destinationdragons,2015-02-23 12:46:26 -0800,Las Vegas,1,"[0, 0, 1]"
3969,negative,"@united arriving 25 minutes early is nice, but not if equipment isn't ready. waiting 30 minutes for luggage, so far. time gains wiped out.",2015-02-23 12:41:42 -0800,"New York, NY",-1,"[1, 0, 0]"
3970,positive,@jetblue thank you very much!,2015-02-24 07:02:31 -0800,All over ...,1,"[0, 0, 1]"
3971,positive,@united @annricord great! appreciate it😊,2015-02-19 15:13:53 -0800,Canmore,1,"[0, 0, 1]"
3972,negative,"@united great decision making skills flight ops iah bag makes a 10 minute connection and i don't, flight pushed early. disappointed!!!!",2015-02-21 10:31:03 -0800,,-1,"[1, 0, 0]"
3973,positive,@jetblue we don't need anybody else!,2015-02-17 14:07:58 -0800,NYC | CT,1,"[0, 0, 1]"
3974,negative,@united been sitting on this plane 3:15 unreal. when will my 2+ day nightmare end?,2015-02-20 17:17:35 -0800,,-1,"[1, 0, 0]"
3975,neutral,@southwestair please help me get tickets to the @imaginedragons club show in atlanta?! #destinationdragons,2015-02-19 10:50:36 -0800,,0,"[0, 1, 0]"
3976,positive,@jetblue @americanair ah ha! i misread the end date as being 2014 not 2015. thanks for clarifying :),2015-02-20 11:28:38 -0800,New York City,1,"[0, 0, 1]"
3977,neutral,@jetblue 108 to portland maine,2015-02-19 21:32:41 -0800,Maine,0,"[0, 1, 0]"
3978,negative,@united can you transfer my bags too?,2015-02-19 15:30:10 -0800,"San Francisco, CA",-1,"[1, 0, 0]"
3979,positive,@usairways will do. i appreciate the response.,2015-02-17 18:05:36 -0800,"Nashville, Tennessee",1,"[0, 0, 1]"
3980,neutral,@southwestair how do i enter passport information on an existing reservation before check in?,2015-02-19 15:44:56 -0800,,0,"[0, 1, 0]"
3981,negative,"@united friend stuck in bus on runway at pek with two small kids no customer service, no explanation, kids crying, awful service.",2015-02-21 02:05:11 -0800,"Shanghai, China",-1,"[1, 0, 0]"
3982,neutral,@united lounge @ #heathrow used by @airnzusa http://t.co/6hjucp694l,2015-02-21 08:23:26 -0800,In First Class,0,"[0, 1, 0]"
3983,positive,@usairways just spoke with a representative. moved my flight earlier. thank you so much for the follow up.,2015-02-20 22:31:34 -0800,NYC,1,"[0, 0, 1]"
3984,positive,@united thanks for not getting my businessfirst priority tagged bag onto my connecting flight at ewr despite a 2+ hour layover. nice job,2015-02-17 16:47:09 -0800,"Johnstown, Ohio",1,"[0, 0, 1]"
3985,neutral,@usairways will you pick up your phone then?,2015-02-23 08:38:52 -0800,Danmark,0,"[0, 1, 0]"
3986,negative,@united you guys need some serious training in customer service. too many better options to put up with the way you guys handle ur mistakes,2015-02-24 09:22:16 -0800,,-1,"[1, 0, 0]"
3987,negative,@united flight ua90 is taking off now after 1750 was delayed over 4 hrs 30 passengers to miss their flight to tel aviv,2015-02-21 20:21:06 -0800,"San Francisco, CA",-1,"[1, 0, 0]"
3988,negative,"@united thanks; might want to fix this line: ""our customer care team is currently responding to most inquiries within 7-10 business days.""",2015-02-23 21:42:39 -0800,Chicago / Orlando / airplanes,-1,"[1, 0, 0]"
3989,negative,@virginamerica i am deeply disappointed that your birthday promo was not applied to a trip i booked mere days before i received the email,2015-02-19 12:44:32 -0800,"LES, NYC",-1,"[1, 0, 0]"
3990,negative,@united where's my damn bag??,2015-02-23 17:22:59 -0800,,-1,"[1, 0, 0]"
3991,negative,@virginamerica trying to book a flight with you guys and your website won't let me... about to lose my business,2015-02-21 17:13:52 -0800,"New York, NY",-1,"[1, 0, 0]"
3992,neutral,"@jetblue port-au-prince, haiti for continued food distribution, medical supplies, &amp; orphan care!  #flyingitforward http://t.co/fn2qxybt9k",2015-02-21 07:14:18 -0800,"boise, idaho",0,"[0, 1, 0]"
3993,negative,@united never ever again will i be flight booking problems a flight with united or any affiliate if there is a chance to get on a united flight,2015-02-23 04:47:47 -0800,"ÜT: 50.97861,-114.000116",-1,"[1, 0, 0]"
3994,neutral,@united sister &amp; bil stuck in detroit desperately need to be in florida flying w/ @usairways is there anything you can do?,2015-02-22 05:38:12 -0800,whore island ,0,"[0, 1, 0]"
3995,neutral,"@jetblue using a321 jfk-sea for summer 2015. it will be my first a321 flight ever! no mint to seattle, core config only.",2015-02-20 01:38:36 -0800,"New York, NY",0,"[0, 1, 0]"
3996,positive,@virginamerica i &lt;3 pretty graphics. so much better than minimal iconography. :d,2015-02-24 10:30:40 -0800,NYC,1,"[0, 0, 1]"
3997,negative,"@united it's the fact that an international should not be with out her bag and no sense of what's going on other than ""maintenance"".",2015-02-23 09:42:22 -0800,Grand Rapids,-1,"[1, 0, 0]"
3998,neutral,"@virginamerica nice, lofty view @flylaxairport. #silverstatus http://t.co/f4tp0dawbd",2015-02-19 17:05:53 -0800,San Francisco,0,"[0, 1, 0]"
3999,negative,"@united 3 days late flightr and my bag has not left iad, united is not helping at all. everyone tells me a different story",2015-02-23 17:59:21 -0800,Lees Summit,-1,"[1, 0, 0]"
4000,neutral,@jetblue @roxydigital good. i want extra peanuts on my flight then. lol. #jvmchat,2015-02-17 10:51:29 -0800,"Jersey City, NJ",0,"[0, 1, 0]"
4001,neutral,@jetblue try harder. take a winners attitude to your work.,2015-02-23 19:49:48 -0800,"Portland, Maine",0,"[0, 1, 0]"
4002,positive,@united looks like i'm settled in to where i'm going.  thx.,2015-02-17 11:59:43 -0800,All Over The World,1,"[0, 0, 1]"
4003,positive,@southwestair  please help. we really want to fly with you. #guessweflyingdelta,2015-02-20 11:05:58 -0800,,1,"[0, 0, 1]"
4004,negative,@united new 737 plane; wifi: not working. entertainment: non existent. new seats: seriously uncomfortable. really? #unitedfail ua1550,2015-02-22 00:20:27 -0800,San Francisco,-1,"[1, 0, 0]"
4005,positive,"@united all goods, i'll call tomorrow, thanks.",2015-02-19 02:06:31 -0800,SYD▫️,1,"[0, 0, 1]"
4006,positive,@virginamerica your planes are really pretty. just thought u should know that. :),2015-02-18 21:24:43 -0800,Out to Brunch with @Kanyewest.,1,"[0, 0, 1]"
4007,negative,@united   pushing 2 hours on hold. priceless. http://t.co/ths10ldy2a,2015-02-22 10:16:40 -0800,Dallas,-1,"[1, 0, 0]"
4008,neutral,"@united not waiving change fees with the snow storm coming tomorrow? iad is under winter storm warning tomorrow already, what's up?",2015-02-20 13:31:06 -0800,"Purcellville, VA",0,"[0, 1, 0]"
4009,negative,@virginamerica seats in row 8 don't recline should mention that on your website #soreback,2015-02-21 13:30:18 -0800,CT,-1,"[1, 0, 0]"
4010,neutral,"@southwestair first time flyer, scheduled a (round)trip. set on departure date not sure on returning date, policy/fees on changing re flight",2015-02-18 06:13:39 -0800,,0,"[0, 1, 0]"
4011,neutral,"@southwestair oops, sorry, done,",2015-02-18 13:06:48 -0800,Bay Area - Cali,0,"[0, 1, 0]"
4012,positive,“@united: @sonyasloanmd happy to have had you on board. please share details here: http://t.co/2trgemtebz ^kp” done!,2015-02-19 15:42:25 -0800,"Houston, TX, USA",1,"[0, 0, 1]"
4013,positive,@united flight attendant regains karma by giving big sweaty dad cold water. guy was running &amp; carrying his daughter.  last one onboard.,2015-02-19 08:07:12 -0800,,1,"[0, 0, 1]"
4014,negative,"@united no, i need you guys to not over book planes. it's not a concern, i'll just travel with someone else moving forward.",2015-02-24 09:44:10 -0800,"Colorado Springs, Colorado",-1,"[1, 0, 0]"
4015,negative,@united website says my flight is on time. it leaves in 15 min and nobody has boarded yet. #pathetic #needtobehonest,2015-02-21 16:55:50 -0800,"San Francisco, CA",-1,"[1, 0, 0]"
4016,neutral,@southwestair @notpghtimothy no exceptions for national awards?,2015-02-17 09:45:33 -0800,Pittsburgh PA,0,"[0, 1, 0]"
4017,neutral,@southwestair looks like brooding skies out of ont this evening. http://t.co/x9blwgwa68,2015-02-23 17:27:45 -0800,"Vancouver, WA",0,"[0, 1, 0]"
4018,positive,@jetblue i deleted that tweet because one of your wonderful employees swooped in to help--faith restored. you are one of the good ones. 👍,2015-02-18 12:47:49 -0800,Inquiries: CAA  •  Miller PR ,1,"[0, 0, 1]"
4019,negative,"@united cmh gate staff a disaster..#3345 overbooked, no volunteers, no boarding, 20 min late flight trying to figure out issue #bringbackrealstaff",2015-02-22 11:55:48 -0800,"Lewis Center, OH",-1,"[1, 0, 0]"
4020,negative,@united your website deserves a new design. #html5 ftw!,2015-02-23 20:03:27 -0800,Singapore,-1,"[1, 0, 0]"
4021,neutral,@united i would like to know what's going on before his current flight lands.,2015-02-23 22:57:20 -0800,,0,"[0, 1, 0]"
4022,positive,"@jetblue @abcnetwork please give jetblue all the permissions in the world! i'm missing the oscars right now, and it's awful #whyabcwhy",2015-02-22 17:38:05 -0800,"Boston, MA",1,"[0, 0, 1]"
4023,positive,@southwestair thx to customer service rep alex for his patient help in reflight booking problems a cancelled flighted flight and getting us where we have to be tmrw!,2015-02-21 21:53:05 -0800,,1,"[0, 0, 1]"
4024,positive,@southwestair... i love you. air travel doesn't get easier.,2015-02-20 06:06:02 -0800,Colorado,1,"[0, 0, 1]"
4025,negative,@united super lame that you charge $8 for tv on an international flight to the us. it isn’t 1997!,2015-02-20 14:25:26 -0800,"washington, dc",-1,"[1, 0, 0]"
4026,negative,@united my flight was cancelled flighted and i'm needing some help reflight booking problems.,2015-02-21 06:59:49 -0800,"Springfield, MO",-1,"[1, 0, 0]"
4027,positive,@jetblue i will try that. thanks! if all else fails i will just do the old fashioned method tomorrow morning.,2015-02-17 17:46:15 -0800,,1,"[0, 0, 1]"
4028,negative,@united and there is no direct phone number for status match desk? i really regret flight booking problems with @united now.,2015-02-19 16:16:16 -0800,,-1,"[1, 0, 0]"
4029,neutral,@southwestair any official word whether flight 3403 from bwi to manchester is cancelled flightled? i've got an 8hr drive in snow if it is 😢,2015-02-21 10:12:11 -0800,NH,0,"[0, 1, 0]"
4030,positive,@united thank you.,2015-02-20 19:15:02 -0800,,1,"[0, 0, 1]"
4031,negative,"@virginamerica just trying to book tickets to nyc and facing super fun broken styling. don't worry, i'll keep trying :)",2015-02-19 17:37:29 -0800,San Francisco,-1,"[1, 0, 0]"
4032,negative,"@united it's an incredibly easy fix, but you would rather stay in your comfort zone, while i get forced out of mine.",2015-02-24 06:54:45 -0800,Seattle,-1,"[1, 0, 0]"
4033,positive,@southwestair thanks so much for making my night 😀 cannot wait for my trip next week! http://t.co/nbz45jcd1r,2015-02-18 16:53:30 -0800,,1,"[0, 0, 1]"
4034,positive,@southwestair the pilots&amp; crew on flt 3999 and customer service professionals at baggage claim are outstanding!! thank you!!,2015-02-21 20:02:26 -0800,"Fairfax, VA
",1,"[0, 0, 1]"
4035,neutral,@jetblue a little vino wouldn't hurt 🍷,2015-02-19 12:36:25 -0800,NYC,0,"[0, 1, 0]"
4036,negative,".@united it will be because i'm moving to @americanair because of @united talk, no service",2015-02-24 06:51:49 -0800,"Chicago, IL",-1,"[1, 0, 0]"
4037,positive,@americanair flight attendant #yeseniahernandez provided excellent service among peculiar conditions throughout the day ✈ :-),2015-02-22 15:05:22 -0800,"Manhattan, Kansas",1,"[0, 0, 1]"
4038,positive,@usairways thank you for refunding my bag fee.  i look forward to its return today i hope.,2015-02-19 08:30:23 -0800,Anoka MN,1,"[0, 0, 1]"
4039,positive,@virginamerica we have a hot female pilot! sweet! dca to sfo! :-),2015-02-20 13:48:57 -0800,Follow/Retweet for giveaways!,1,"[0, 0, 1]"
4040,negative,@united i send an email about my bad experience and you send back a generic response.  yet another reason why i'll never fly with you again.,2015-02-23 18:33:02 -0800,"Raleigh, NC",-1,"[1, 0, 0]"
4041,negative,@united yes but taking two days to get bag delivered. missed a full day skiing because of this.,2015-02-20 17:36:24 -0800,"Omaha, NE",-1,"[1, 0, 0]"
4042,neutral,"@jetblue ok great thanks! i had a great flight, fyi. i'm excited to fly again. i just was frustrated i was not able to check in.",2015-02-17 09:14:31 -0800,"NY, NY",0,"[0, 1, 0]"
4043,positive,@united thank you! you need to follow back tho otherwise i can't dm you. x,2015-02-23 10:15:27 -0800,Kona coast/Boston/Milan,1,"[0, 0, 1]"
4044,negative,@united thanks for the 2hr delay and then no ground crew when we landed. at least you didn't break my http://t.co/gcwvfuopl2,2015-02-19 16:58:37 -0800,"Hoboken, NJ",-1,"[1, 0, 0]"
4045,neutral,@jetblue has d.c. thinking about summer with new nantucket service - digital journal http://t.co/urcyfcp2lx,2015-02-19 15:05:03 -0800,USA,0,"[0, 1, 0]"
4046,positive,@southwestair this would be an awesome experience #destinationdragons,2015-02-19 19:37:22 -0800,North Carolina,1,"[0, 0, 1]"
4047,positive,@southwestair 👏👏👏 on that late flightst ad. makes me happy to be flying you in a few days. #bethonors,2015-02-23 20:00:11 -0800,"Logan Square, Chi / Austin, TX",1,"[0, 0, 1]"
4048,negative,"@united tried calling too, but w/25 min phn wait means we'd miss options anyway",2015-02-23 20:36:46 -0800,"WX report for 41 Mile, Hwy 50",-1,"[1, 0, 0]"
4049,negative,@united deserves to go bankrupt. just delayed an outbound flight with no info on the connecting flight that we're going to miss,2015-02-20 08:43:46 -0800,,-1,"[1, 0, 0]"
4050,negative,@united i must stop my relationship with you. you've become greedy and heartless and our long term relationship is over,2015-02-19 09:16:01 -0800,New York City,-1,"[1, 0, 0]"
4051,neutral,@jetblue call me when you do and we’ll have to hook up!,2015-02-17 14:12:09 -0800,"Wayne, NJ",0,"[0, 1, 0]"
4052,negative,@united hold for 30 minutes finally got someone and they retook my form of payment and confirmed that my reservation was set. i tried to,2015-02-22 10:53:18 -0800,Nueva York,-1,"[1, 0, 0]"
4053,negative,@united negative. done wasting time with amateurs at customer service. thanks for at least offering.,2015-02-18 18:12:59 -0800,"Q's, Staples Center",-1,"[1, 0, 0]"
4054,positive,@united just sent a dm. thank you for the acknowledgment.,2015-02-21 22:31:13 -0800,New York City,1,"[0, 0, 1]"
4055,positive,@usairways you are the best!!! you are amazing!!! follow me please;)🙏🙏🙏,2015-02-23 00:34:31 -0800,"Russia, Россия",1,"[0, 0, 1]"
4056,neutral,@virginamerica i'd love to know what your policy is for damaged luggage.,2015-02-21 20:41:55 -0800,Las Vegas,0,"[0, 1, 0]"
4057,negative,@virginamerica you suck!,2015-02-21 17:13:29 -0800,,-1,"[1, 0, 0]"
4058,positive,@united thank you for your kindness. your agents went above &amp; beyond to get my stranded family home.,2015-02-23 11:17:36 -0800,Pittsburgh area,1,"[0, 0, 1]"
4059,neutral,@jetblue anywhere warm cause its freezing in nyc,2015-02-17 22:35:56 -0800,NYC,0,"[0, 1, 0]"
4060,negative,@united customer service what's that???,2015-02-22 15:27:28 -0800,,-1,"[1, 0, 0]"
4061,positive,power moves rt @jetblue: our fleet's on fleek. http://t.co/t9s68korsn,2015-02-23 11:51:16 -0800,,1,"[0, 0, 1]"
4062,neutral,@jetblue airways now covered by bank of america (jblu) - dakota financial news http://t.co/wowxhpu5qv,2015-02-21 07:05:06 -0800,USA,0,"[0, 1, 0]"
4063,negative,"@southwestair doesn't charge ticket change fees. do they not incur the same mysterious ""costs"" that you incur, @united?",2015-02-23 15:20:51 -0800,All over the damn place.,-1,"[1, 0, 0]"
4064,negative,@united that's what i have been told. but refund doesn't really makeup for the inconvenience caused and the missed meeting... does it?,2015-02-19 06:58:10 -0800,Bangalore,-1,"[1, 0, 0]"
4065,neutral,@jetblue 😭 i used points can i get them back if i decide not to go?,2015-02-20 18:58:14 -0800,Brooklyn!,0,"[0, 1, 0]"
4066,negative,"@united 1hr delay at the start, huge queues at security, no representative to meet us, rude staff at baggage reclaim  #inefficient",2015-02-20 00:47:16 -0800,,-1,"[1, 0, 0]"
4067,negative,@united tell me that you're at least going to cover a room and get me out of here.,2015-02-21 18:44:54 -0800,Rhode Island,-1,"[1, 0, 0]"
4068,neutral,@southwestair hey i'm flying from tampa to denver today and i want to know if there will be tv's in the seats like @jetblue,2015-02-24 08:30:16 -0800,"Valrico, Florida",0,"[0, 1, 0]"
4069,neutral,@united ^jt is the ord to phl flight at 9:15 pm (cdt) delayed? dm i'm kinda hoping not to be stranded at ord either.,2015-02-18 16:48:30 -0800,Wherever. ,0,"[0, 1, 0]"
4070,negative,@united please follow faa guidelines regarding bumping. it is not acceptable to give a $300 voucher for an $800 fare when you've,2015-02-22 07:54:40 -0800,"Atlanta, GA",-1,"[1, 0, 0]"
4071,negative,"@united come on, reopen 1285 at ord and clear your growing dc backlog",2015-02-21 08:29:56 -0800,"Here, There or En Route, ",-1,"[1, 0, 0]"
4072,negative,@united @abigailedge another glitch??,2015-02-20 06:09:00 -0800,"London, UK",-1,"[1, 0, 0]"
4073,positive,"@united great, thank you!",2015-02-18 06:46:18 -0800,,1,"[0, 0, 1]"
4074,negative,@united your agents forced me to check a carry on bag. when i received my bag i found your crew had stolen from me. u lost my business!,2015-02-20 15:55:42 -0800,"MN, MI, NM",-1,"[1, 0, 0]"
4075,positive,"@united finally made it to rep, who solved my problem.",2015-02-22 14:52:29 -0800,Europe - America,1,"[0, 0, 1]"
4076,neutral,@usairways following you now,2015-02-23 13:04:35 -0800,,0,"[0, 1, 0]"
4077,neutral,@united do you have bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.,2015-02-22 12:20:39 -0800,,0,"[0, 1, 0]"
4078,negative,@united couldn't have possibly messed up our trip anymore than they did. thanks for being such a terrible airline. #disappointed,2015-02-20 07:59:02 -0800,,-1,"[1, 0, 0]"
4079,positive,"@southwestair woohoo that just made my day. i looked and just couldn't find that, thank you!",2015-02-18 15:41:26 -0800,"Bay Area, California",1,"[0, 0, 1]"
4080,negative,"@united nope, they told us it was time for them to go home and to sleep at the airport. even though they assured us we would get a room...",2015-02-23 23:21:39 -0800,CORGaming@cellucor.com,-1,"[1, 0, 0]"
4081,negative,@united unhappy with your new mileage rules :( - was my main reason to keep flying united. will have to take my business elsewhere,2015-02-23 05:10:51 -0800,"iPhone: -33.875538,151.196533",-1,"[1, 0, 0]"
4082,positive,"@americanair thanks, have emailed them. how long should i expect for a response?",2015-02-24 04:54:32 -0800,,1,"[0, 0, 1]"
4083,negative,"@virginamerica i spoke with a representative that offered no solution, i am a loyal customer who flies on @virginatlantic as well",2015-02-19 12:45:39 -0800,"LES, NYC",-1,"[1, 0, 0]"
4084,positive,@usairways an already pleasant flight from london to charlotte (us733) was made fantastic by an amazing attendant. thank you so much robert!,2015-02-21 16:09:05 -0800,London,1,"[0, 0, 1]"
4085,positive,@southwestair thx ops agt rich westagard n flight att. nancy @ den airport.held flight 1027 n even saved seat 4 bus select #customersfirst!,2015-02-19 00:00:09 -0800,"Indianapolis, USA",1,"[0, 0, 1]"
4086,negative,"@united define ""appreciate"". i doubt the worst major airline in the usa acts on much feedback.",2015-02-20 08:15:26 -0800,"Portland, OR",-1,"[1, 0, 0]"
4087,positive,@united the only thing you fella have done right today is get me to the pacific time zone.,2015-02-17 19:55:44 -0800,All Over The World,1,"[0, 0, 1]"
4088,negative,"@united thanks for having no one to pilot my last two flights, and all but stranding me in houston tonight.  airlines are the absolute worst",2015-02-22 12:48:49 -0800,,-1,"[1, 0, 0]"
4089,positive,@virginamerica @ladygaga @carrieunderwood  i'm lady gaga!!! she is amazing! 😊,2015-02-23 14:40:33 -0800,"Bali, Republic of Indonesia",1,"[0, 0, 1]"
4090,negative,@united sadly this wasnt just due to mother nature investigate this incident and your employees at sfo. terrible customer experience,2015-02-21 20:26:42 -0800,"San Francisco, CA",-1,"[1, 0, 0]"
4091,positive,"@americanair yes yes yes,so glad to be headed home!",2015-02-24 10:57:53 -0800,,1,"[0, 0, 1]"
4092,negative,"@united and then when we asked the stewardess to take the disinfectant wipe as trash she said, ""not with my hands!"" #badservice",2015-02-21 13:13:25 -0800,Seattle WA,-1,"[1, 0, 0]"
4093,positive,@united thanks,2015-02-24 11:42:48 -0800,usa,1,"[0, 0, 1]"
4094,neutral,@southwestair can you follow and we'll proceed?,2015-02-21 10:44:37 -0800,,0,"[0, 1, 0]"
4095,negative,@united you are terrible.,2015-02-23 00:52:51 -0800,,-1,"[1, 0, 0]"
4096,negative,@united @faanews unacceptable practice to leave cancelled flighted flight passengers to sleep on cement with no pillows #ua1724 http://t.co/ndtlj15zpu,2015-02-20 04:56:38 -0800,Seattle,-1,"[1, 0, 0]"
4097,negative,@united dm sent.  this lack if customer service is getting ridiculous.,2015-02-20 09:25:31 -0800,NY,-1,"[1, 0, 0]"
4098,negative,@virginamerica called your service line and was hung up on. this is awesome. #sarcasm,2015-02-23 07:40:39 -0800,,-1,"[1, 0, 0]"
4099,positive,@americanair no apologies required. i made it home safe thanks to you! kudos to aa!,2015-02-23 05:52:00 -0800,"Fort Worth, TX",1,"[0, 0, 1]"
4100,positive,@jetblue i'm #makingloveoutofnothingatall on my #brandloveaffair to #lax https://t.co/kdhruf54sw,2015-02-20 08:22:07 -0800,"New York, NY",1,"[0, 0, 1]"
4101,neutral,"😒 ""@jetblue: our fleet's on fleek. http://t.co/k66srfnw77”",2015-02-23 11:16:05 -0800,Washington D.C. / Chicago,0,"[0, 1, 0]"
4102,neutral,"@united we were told by united to ""carry over/carry back"" for the refund.",2015-02-17 16:13:00 -0800,Canmore,0,"[0, 1, 0]"
4103,positive,@southwestair the fact that u see black history month 12 months a year is honorable! we will be an economic base for corp. like u in future!,2015-02-23 19:53:30 -0800,Tennessee,1,"[0, 0, 1]"
4104,negative,@united i sent you a dm hours ago,2015-02-19 10:57:46 -0800,ny,-1,"[1, 0, 0]"
4105,neutral,@southwestair when is the last chance to get #destinationdragons tickets? i would die of happiness if i won 😭🙏,2015-02-20 06:31:48 -0800,,0,"[0, 1, 0]"
4106,negative,@united - we're sitting in ua1088 getting delayed because the operations can't find captain. #ridiculous #united,2015-02-20 18:29:05 -0800,"San Diego, CA",-1,"[1, 0, 0]"
4107,neutral,@united but you have received confirmation via email that you are confirmed and ticketed on this flight.,2015-02-23 09:30:05 -0800,,0,"[0, 1, 0]"
