,airline_sentiment,text,tweet_created,tweet_location,score,one_hot_score
8799,positive,"@jetblue #philly lost and read program - our customers get hot tea, great crewmembers, top notch info &amp; now #books! http://t.co/9ragncw2bk",2015-02-17 16:23:36 -0800,Philadelphia,1,"[0, 0, 1]"
8800,neutral,"@jetblue flight 152 (n559jb) ""here's looking at blue kid"" departs @mco enroute to @bostonlogan http://t.co/qeada92mw6",2015-02-17 16:05:17 -0800,"Englewood, Florida",0,"[0, 1, 0]"
8801,neutral,"@jetblue.  punta cana, to enjoy weather n see my wifes family",2015-02-17 16:04:30 -0800,,0,"[0, 1, 0]"
8802,positive,@jetblue and we are glad to see what is going on and fix! @professorpaul15: please dm me your confirmation # so we can check.,2015-02-17 16:03:20 -0800,"Washington, D.C.",1,"[0, 0, 1]"
8803,negative,@jetblue just lost my business   enjoy your profits,2015-02-17 16:01:41 -0800,boston,-1,"[1, 0, 0]"
8804,negative,@jetblue i would drive 2 1/2 hours to jfk to board jetblue to vegas instead of closer hartford airport. cramming more seats on plane.no more,2015-02-17 16:00:55 -0800,boston,-1,"[1, 0, 0]"
8805,neutral,@jetblue - i will for sure. but my tsa-pre works with other airlines. why is jetblue different?,2015-02-17 15:43:47 -0800,,0,"[0, 1, 0]"
8806,positive,@jetblue will call. thank you!,2015-02-17 15:42:18 -0800,NYC,1,"[0, 0, 1]"
8807,negative,"@jetblue yes, today. flight is full now. they said no to me at gate :(",2015-02-17 15:42:08 -0800,NYC,-1,"[1, 0, 0]"
8808,neutral,@jetblue are departing flights from boston heavily delayed? flying out tomorrow morning ...,2015-02-17 15:37:48 -0800,,0,"[0, 1, 0]"
8809,positive,@jetblue still love you guys. but get me to vegas already! ☀️🌴✈️🍸🎲,2015-02-17 15:34:01 -0800,"Miami, FL ",1,"[0, 0, 1]"
8810,positive,@jetblue gary who is serving us at fll airport counter is really true blue! makes me feel at home even when a jetblue flight is delayedl,2015-02-17 15:32:59 -0800,"Boston, MA",1,"[0, 0, 1]"
8811,neutral,@jetblue is there no way to switch to earlier flight to jfk even if i checked a bag?,2015-02-17 15:30:20 -0800,NYC,0,"[0, 1, 0]"
8812,negative,@jetblue this is not a flight delay this is horrible planning on jet blue!!! #jetblue,2015-02-17 15:26:37 -0800,,-1,"[1, 0, 0]"
8813,negative,@jetblue insane the craziness i've seen with jet blue today at newark delayed 3 hours and now we are waiting for a pilot!! #jetblue,2015-02-17 15:25:02 -0800,,-1,"[1, 0, 0]"
8814,neutral,@jetblue hi! does my upcoming flight 2168 from west palm to hpn have fly-fi?,2015-02-17 15:23:05 -0800,"New York, NY",0,"[0, 1, 0]"
8815,positive,@jetblue tried again. lovely customer service. thank you!,2015-02-17 15:20:16 -0800,"Boston, Massachusetts",1,"[0, 0, 1]"
8816,positive,@jetblue so happy you can accommodate peanut/treenut allergies on flight! 1st online cover from air provider,2015-02-17 15:13:47 -0800,,1,"[0, 0, 1]"
8817,positive,@jetblue @professorpaul15 always happy to help!,2015-02-17 15:04:10 -0800,"Washington, D.C.",1,"[0, 0, 1]"
8818,positive,"@jetblue we have just landed, thank you anyway. btw, flight staff on flight 654 were wonderful despite their full day and heavy load.",2015-02-17 15:02:56 -0800,CT,1,"[0, 0, 1]"
8819,negative,"@jetblue we are delayed, until he arrives",2015-02-17 14:51:05 -0800,"New York, NY",-1,"[1, 0, 0]"
8820,negative,@jetblue @ellahenderson the highlight of being delayed #freeconcert,2015-02-17 14:49:32 -0800,❤,-1,"[1, 0, 0]"
8821,negative,@jetblue whose performing at t5,2015-02-17 14:48:31 -0800,❤,-1,"[1, 0, 0]"
8822,neutral,@jetblue     is it only $50 for my 2nd bag?  1st bag too full..,2015-02-17 14:46:50 -0800,plymouth ,0,"[0, 1, 0]"
8823,negative,"@jetblue flight 894, first officer not even at the airport wow!!!!!! unreal, staff waited until we all boarded to announce we are delayed.",2015-02-17 14:43:55 -0800,"New York, NY",-1,"[1, 0, 0]"
8824,positive,@jetblue's ceo battles to appease passengers and wall street - http://t.co/uy28d1uegx http://t.co/vjfv7ksgcq,2015-02-17 14:36:05 -0800,USA,1,"[0, 0, 1]"
8825,negative,@jetblue - why does my tsa-pre work with every airline but you? i pay good money for that. spent 30 mins on phone to fix to zero success.,2015-02-17 14:33:04 -0800,,-1,"[1, 0, 0]"
8826,neutral,"@jetblue that's right! :) game, set, match.",2015-02-17 14:31:06 -0800,Jetsetter ✈,0,"[0, 1, 0]"
8827,negative,"@jetblue yes, 3 times. i need some one to call me and help me change a flight. i can't do online. thanks.",2015-02-17 14:30:47 -0800,New York City,-1,"[1, 0, 0]"
8828,negative,@jetblue pls send an it tech 2 baggage office. poor guy is trying 2 print my claim &amp; can't. i need 2 get home. upgrade 2 @hp printers mfps,2015-02-17 14:28:15 -0800,"ÜT: 40.96513,-73.872957",-1,"[1, 0, 0]"
8829,positive,@jetblue @vincenzolandino @cbarrows you take to me places @united simply can't...like non-stop to st. lucia.,2015-02-17 14:24:11 -0800,"Jersey City, NJ ",1,"[0, 0, 1]"
8830,neutral,"@jetblue flight 1133 (n353jb) ""blue la la"" departs @mco enroute to san juan international airport http://t.co/swzm2fx3nu",2015-02-17 14:20:15 -0800,"Englewood, Florida",0,"[0, 1, 0]"
8831,positive,@jetblue this makes me happy. i hope these aren't empty promises.,2015-02-17 14:19:51 -0800,NYC | CT,1,"[0, 0, 1]"
8832,negative,@jetblue dropped 3x in past hour,2015-02-17 14:19:45 -0800,New York City,-1,"[1, 0, 0]"
8833,neutral,"seriously, i want to work on the jetblue social team rt @jetblue: @vincenzolandino http://t.co/eigajyzcw2",2015-02-17 14:19:24 -0800,NYC | CT,0,"[0, 1, 0]"
8834,neutral,@jetblue call me when you do and we’ll have to hook up!,2015-02-17 14:12:09 -0800,"Wayne, NJ",0,"[0, 1, 0]"
8835,negative,@jetblue ive called you 3 x &amp; waited on hold 10 min each time to be disconnected each time. enraging! i need to speak to someone! #help,2015-02-17 14:09:27 -0800,New York City,-1,"[1, 0, 0]"
8836,neutral,@jetblue the usa help line.  i accidentally booked a flight on a thursday instead of a wednesday and want to switch,2015-02-17 14:09:14 -0800,,0,"[0, 1, 0]"
8837,neutral,@jetblue if you have well-priced flights to #oahu - we could be best friends. @vincenzolandino,2015-02-17 14:08:34 -0800,"Wayne, NJ",0,"[0, 1, 0]"
8838,positive,@jetblue we don't need anybody else!,2015-02-17 14:07:58 -0800,NYC | CT,1,"[0, 0, 1]"
8839,negative,@jetblue any idea where the plane for flight 672 is coming from? i thought flight 305 from jfk but that wouldn't explain delay.,2015-02-17 14:06:42 -0800,,-1,"[1, 0, 0]"
8840,neutral,"@jetblue it's for me, i spoke with a rep on the phone who suggested i ""voice a concern"" via ""email us"" on your site. i did a few moments ago",2015-02-17 14:06:32 -0800,"Miramar, Florida",0,"[0, 1, 0]"
8841,negative,"@jetblue pls find my bag, i need 2 get home! very frustrating. hope my bag is somewhere in @ny_njairports. leaving the #jfk w/o my luggage.",2015-02-17 14:06:17 -0800,"ÜT: 40.96513,-73.872957",-1,"[1, 0, 0]"
8842,negative,"@jetblue tried calling multiple times, i just wait and when it finally connects i get hung up on",2015-02-17 14:05:16 -0800,,-1,"[1, 0, 0]"
8843,neutral,@jetblue airways sees significant drop in short interest (jblu) - mideast time http://t.co/ssbaujtouw,2015-02-17 14:05:04 -0800,USA,0,"[0, 1, 0]"
8844,neutral,@jetblue no not yet. i will notify them. i'm new at this! 😊,2015-02-17 13:59:05 -0800,NY,0,"[0, 1, 0]"
8845,positive,@jetblue thanks!,2015-02-17 13:51:10 -0800,District of Columbia,1,"[0, 0, 1]"
8846,neutral,"@jetblue don't worry, i'm gonna share with my row! 😁",2015-02-17 13:49:45 -0800,"San Diego, CA",0,"[0, 1, 0]"
8847,positive,first base already? i like your style @jetblue,2015-02-17 13:46:06 -0800,NYC | CT,1,"[0, 0, 1]"
8848,negative,"@jetblue hold for 15 min, a couple of rings, then ""mailbox has not been set up yet."" customer service forwarding to their cell phones? c'mon",2015-02-17 13:43:55 -0800,"Boston, Massachusetts",-1,"[1, 0, 0]"
8849,neutral,@jetblue does your home airport not count in the badge system? my tb account says 2 flights but i've taken 3 this year.,2015-02-17 13:43:37 -0800,NY,0,"[0, 1, 0]"
8850,neutral,@jetblue is bag check cut off 30 minutes before the original departure time or the estimated time shown online?,2015-02-17 13:43:37 -0800,District of Columbia,0,"[0, 1, 0]"
8851,neutral,"@jetblue i know where you guys jet! lol, but if you love me so much, help a brother out :) hot weather, great nightlife, 2-3 hour flight",2015-02-17 13:42:44 -0800,NYC | CT,0,"[0, 1, 0]"
8852,neutral,@jetblue airways adds new charter #flight to cuba - #travel wires (blog) http://t.co/swb1gr57cc,2015-02-17 13:36:04 -0800,USA,0,"[0, 1, 0]"
8853,neutral,"aww, is it? @jetblue i guess now i need to book a flight to somewhere warm asap! any suggestions?",2015-02-17 13:35:29 -0800,NYC | CT,0,"[0, 1, 0]"
8854,positive,@jetblue love traveling with jetblue. cant wait to go to paris oui oui!!! nyc was awesomeee!,2015-02-17 13:33:19 -0800,,1,"[0, 0, 1]"
8855,negative,"@jetblue 
but if customer service ment anything to you.... you would try. quoting policy is never effective customer service.",2015-02-17 13:27:12 -0800,"Florida, USA",-1,"[1, 0, 0]"
8856,neutral,@jetblue thank you. is there a possibility it will change?,2015-02-17 13:21:49 -0800,Long Island,0,"[0, 1, 0]"
8857,positive,@jetblue thanks!,2015-02-17 13:21:37 -0800,North Carolina,1,"[0, 0, 1]"
8858,neutral,@jetblue are we good?,2015-02-17 13:20:38 -0800,"Queens, NY",0,"[0, 1, 0]"
8859,positive,@jetblue thanks for the upgrade😉!! so far so good. #keepitup http://t.co/bkmfey7qol,2015-02-17 13:17:38 -0800,,1,"[0, 0, 1]"
8860,positive,@jetblue @cinziannap thank you! i like the quick response on twitter!,2015-02-17 13:16:44 -0800,,1,"[0, 0, 1]"
8861,positive,@jetblue this could be the beginning of a bluetiful relationship :) #lifeneedsfrosting,2015-02-17 13:14:20 -0800,,1,"[0, 0, 1]"
8862,negative,"@jetblue 
apparently not.",2015-02-17 13:12:45 -0800,"Florida, USA",-1,"[1, 0, 0]"
8863,negative,@jetblue why are we delayed :( flight 1601,2015-02-17 13:09:26 -0800,Long Island,-1,"[1, 0, 0]"
8864,negative,"@jetblue continue button generated a trip to ""plan your trip page""
regardless of how far along i was in flight booking problems process
hint: the end of it",2015-02-17 13:06:47 -0800,Boston,-1,"[1, 0, 0]"
8865,neutral,@jetblue marks 15th birthday with @airbus #a320 painted in 'blumanity' paint job http://t.co/9vtfm7knad,2015-02-17 12:58:11 -0800,Phoenix AZ,0,"[0, 1, 0]"
8866,neutral,"@jetblue i would fly to washington  dc to see the actual constitution  and the declaration of independence, in honor of a us navy friend.",2015-02-17 12:53:41 -0800,"Boston, Ma.",0,"[0, 1, 0]"
8867,neutral,@jetblue what is the name of this tailfin? http://t.co/qxv45mv0ug,2015-02-17 12:40:47 -0800,North Carolina,0,"[0, 1, 0]"
8868,neutral,@jetblue's new ceo robin hayes battles to appease passengers and wall street - business in savannah http://t.co/kkay8xaps1,2015-02-17 12:36:04 -0800,USA,0,"[0, 1, 0]"
8869,neutral,“@jetblue: we’re looking for our next #flyingitforward flier from dc tell us where you'd fly &amp; why http://t.co/mcsi0dzpnz” @geekandahalf,2015-02-17 12:33:23 -0800,"Austin, Texas, USA",0,"[0, 1, 0]"
8870,positive,@jetblue haha you're doing everything right! don't change a thing! slash this twitter engagement just makes you even cooler! #bestairline,2015-02-17 12:31:39 -0800,,1,"[0, 0, 1]"
8871,positive,@jetblue thank you. just sent msg.,2015-02-17 12:24:39 -0800,"New York, NY",1,"[0, 0, 1]"
8872,neutral,@jetblue i did get the email. thought i wasn't supposed to reply to those😂,2015-02-17 12:24:18 -0800,pnw,0,"[0, 1, 0]"
8873,neutral,@jetblue i applied for a job at pdw where could i go for follow up. i'd really love the job #ilovejetblue,2015-02-17 12:19:51 -0800,pnw,0,"[0, 1, 0]"
8874,neutral,@jetblue connecticut❄️,2015-02-17 12:16:04 -0800,"Clinton, CT ",0,"[0, 1, 0]"
8875,neutral,@jetblue i would fly somewhere hotter then here. puerto rico here i come. lol,2015-02-17 12:13:38 -0800,Jersey City,0,"[0, 1, 0]"
8876,positive,@jetblue great smooth flight too! 👏👍,2015-02-17 12:10:34 -0800,"Olean, NY",1,"[0, 0, 1]"
8877,neutral,@jetblue i would go for 3rd time to jamaica to volunteer w/ at risk youth #flyitforward #dc #stpatricksfoundation #rotary,2015-02-17 12:09:31 -0800,,0,"[0, 1, 0]"
8878,neutral,@jetblue airways short interest down 3.5% in january (jblu) - sleekmoney http://t.co/znsujp86bv,2015-02-17 12:05:03 -0800,USA,0,"[0, 1, 0]"
8879,positive,@jetblue i would love for you to fly my best friend home to pvd for a weekend. 😊 http://t.co/ch0nmjymgh,2015-02-17 12:03:24 -0800,✈️✈️,1,"[0, 0, 1]"
8880,neutral,"@jetblue do they have to depart from washington, d.c.??",2015-02-17 12:01:29 -0800,"iPhone: 60.495510,-151.064590",0,"[0, 1, 0]"
8881,negative,@jetblue remember - i'm very doubtful and not very hopeful :(,2015-02-17 11:54:14 -0800,,-1,"[1, 0, 0]"
8882,positive,@jetblue thank you for the service credit. and to @pamgrout for positive thoughts.,2015-02-17 11:51:24 -0800,"austin, texas",1,"[0, 0, 1]"
8883,negative,@jetblue i'll give u a chance but i don't think i'll fall for it #backtodelta,2015-02-17 11:50:48 -0800,,-1,"[1, 0, 0]"
8884,positive,@jetblue great thanks,2015-02-17 11:49:11 -0800,New York City,1,"[0, 0, 1]"
8885,negative,@jetblue @kylejudah be responsible for replacing it,2015-02-17 11:48:23 -0800,"Boston, MA",-1,"[1, 0, 0]"
8886,negative,@jetblue @kylejudah new stroller. the travel credit doesn't help cover the cost of a new stroller. your crew ruined it and therefore should,2015-02-17 11:48:23 -0800,"Boston, MA",-1,"[1, 0, 0]"
8887,negative,@jetblue @kylejudah i just spoke to the baggage claim center and they gave me travel credit but will not be responsible for the cost of a,2015-02-17 11:46:11 -0800,"Boston, MA",-1,"[1, 0, 0]"
8888,negative,@jetblue heard about the charge for 1st bag and tighter seats - no need to be a loyal jb customer anymore!,2015-02-17 11:44:47 -0800,,-1,"[1, 0, 0]"
8889,neutral,"@jetblue i'm getting info from the website, but needing to check it and the alerts would be much more beneficial.",2015-02-17 11:42:28 -0800,New York City,0,"[0, 1, 0]"
8890,negative,@jetblue is there something going on with your alerts? flight's been delayed several times for my parents and i'm not receiving any alerts.,2015-02-17 11:40:57 -0800,New York City,-1,"[1, 0, 0]"
8891,positive,@jetblue i will. i love flying with you all. great service.,2015-02-17 11:37:42 -0800,"Portland, OR",1,"[0, 0, 1]"
8892,neutral,@jetblue's new ceo seeks the right balance to please passengers and wall ... - times colonist http://t.co/nzdxrvszwv,2015-02-17 11:36:04 -0800,USA,0,"[0, 1, 0]"
8893,neutral,@jetblue haha. i figured that. i was meaning there's no return flights out of charlotte. it's like n/a for a week plus,2015-02-17 11:34:44 -0800,"Portland, OR",0,"[0, 1, 0]"
8894,neutral,@jetblue rocking the tim mcgraw hold music,2015-02-17 11:33:43 -0800,"Raleigh, NC",0,"[0, 1, 0]"
8895,positive,"@jetblue thank you that it is not just a livery; it is a culture that 16,000+ crewmembers embody daily #thanksdave http://t.co/innp0kkyby",2015-02-17 11:31:33 -0800,,1,"[0, 0, 1]"
8896,neutral,@jetblue 2:55 tomorrow from ric to bos. looking good or am i better rescheduling?,2015-02-17 11:31:27 -0800,Jamestown Virginia ,0,"[0, 1, 0]"
8897,negative,"@jetblue hard to tell, but was told wifi only worked for one side of the plane.",2015-02-17 11:25:17 -0800,"New York, NY",-1,"[1, 0, 0]"
8898,negative,@jetblue just learning about your famous apology in social media marketing. is twitter an asset for jet blue now? @phd_mama_,2015-02-17 11:23:55 -0800,OH-LA-AZ-NY-AFG-IL-?,-1,"[1, 0, 0]"
8899,positive,@jetblue learning about your awesome twitter management today in my social media marketing class! keep up the good work! @sxu @phd_mama_,2015-02-17 11:23:21 -0800,,1,"[0, 0, 1]"
8900,negative,"@jetblue, i normally ❤️ you, but this late flightst flight experience was the worst. 2 hours on runway, no wifi &amp; tv not working properly",2015-02-17 11:20:57 -0800,"New York, NY",-1,"[1, 0, 0]"
8901,negative,@jetblue @kylejudah it doesn't matter who you directed me to. it's the principle of the matter. when i gate checked the stroller it was,2015-02-17 11:13:37 -0800,"Boston, MA",-1,"[1, 0, 0]"
8902,positive,@jetblue - bluemanity brought tears to my eyes. jetblue' s commitment to giving back to the crewmembers and the community is aww inspiring!,2015-02-17 11:04:59 -0800,"New York, NY",1,"[0, 0, 1]"
8903,negative,@jetblue 117 days maybe.,2015-02-17 11:01:12 -0800,"Jersey City, NJ",-1,"[1, 0, 0]"
8904,neutral,@jetblue @vegecomgirl for me it’s not until 6/15.,2015-02-17 10:59:29 -0800,"Jersey City, NJ",0,"[0, 1, 0]"
8905,neutral,"@jetblue well, i try! see you soon!! @jayvig",2015-02-17 10:57:33 -0800,New York City,0,"[0, 1, 0]"
8906,positive,@jetblue @jayvig i like the inflight snacks! i'm flying with you guys on 2/28! #jvmchat,2015-02-17 10:54:11 -0800,New York City,1,"[0, 0, 1]"
8907,positive,"@jetblue @jayvig @roxydigital awww ^_^ r to the t, realtime appreciation from jetblue #rockingthetweets #jvmchat",2015-02-17 10:53:17 -0800,"Melbourne, Australia",1,"[0, 0, 1]"
8908,neutral,@jetblue @roxydigital good. i want extra peanuts on my flight then. lol. #jvmchat,2015-02-17 10:51:29 -0800,"Jersey City, NJ",0,"[0, 1, 0]"
8909,positive,"@jetblue @jayvig yes! great real-time example. thanks for being awesome, #jetblue! #jvmchat",2015-02-17 10:50:45 -0800,"Charlotte, NC",1,"[0, 0, 1]"
8910,neutral,@jetblue alittle more money to book our flights... we're 1/2 way there :),2015-02-17 10:50:35 -0800,,0,"[0, 1, 0]"
8911,positive,@jetblue @roxydigital haha. you didn’t disappoint. well done. #jvmchat,2015-02-17 10:50:32 -0800,"Jersey City, NJ",1,"[0, 0, 1]"
8912,positive,@jetblue was just at t5 a little over a month ago. @jetblue you guys are great thanks for everything!,2015-02-17 10:42:53 -0800,,1,"[0, 0, 1]"
8913,negative,@jetblue figured but delay is listed at almost 2 hrs. thanks for being great! cheers,2015-02-17 10:41:38 -0800,Chicagoland,-1,"[1, 0, 0]"
8914,neutral,"@jetblue if my flight says delayed with estimated departure listed, can i arrive at airport late flightr?",2015-02-17 10:36:50 -0800,Chicagoland,0,"[0, 1, 0]"
8915,neutral,@jetblue's new ceo seeks the right balance to please passengers and wall ... - weyburn review http://t.co/rtqyjcvtq3,2015-02-17 10:36:04 -0800,USA,0,"[0, 1, 0]"
8916,negative,"@jetblue glitches on website re: flight booking problems travel &amp; checking in. nothing between ur site &amp; the airport was communicated, it was a nightmare.",2015-02-17 10:29:08 -0800,,-1,"[1, 0, 0]"
8917,positive,@jetblue thank you!,2015-02-17 10:19:15 -0800,,1,"[0, 0, 1]"
8918,neutral,@jetblue okayyyy. but i had huge irons on way out. promise no shenanigans?,2015-02-17 10:18:09 -0800,,0,"[0, 1, 0]"
8919,neutral,@jetblue how do i get a copy of my last flight showing original time and delay? i need it for work. thanks!,2015-02-17 10:15:42 -0800,,0,"[0, 1, 0]"
8920,negative,@jetblue as much i have paid in fees. plus hotel and food because of your changes i could had flown with a more reliable airline #no2jetblue,2015-02-17 10:09:27 -0800,"Yauco, Puerto Rico",-1,"[1, 0, 0]"
8921,neutral,@jetblue ceo battles to please wall st and flyers - from @nzherald http://t.co/q4amiw7fsw,2015-02-17 10:05:06 -0800,USA,0,"[0, 1, 0]"
8922,positive,@jetblue huge fan of great brands and people doing great things… you guys rock happy to share the love!,2015-02-17 09:51:00 -0800,"Phoenix, Az",1,"[0, 0, 1]"
8923,negative,"@jetblue been dealing with a cancelled flightled flight since last night &amp; was booked to a 6:15 flight,wouldve at least liked to see ella perform lol",2015-02-17 09:47:52 -0800,Puerto Rico ,-1,"[1, 0, 0]"
8924,positive,"@jetblue tough choices but i did all simultaneously! as a business traveler, best experience in a long time. #wishmyflightwaslonger #what",2015-02-17 09:39:49 -0800,ELL LAY,1,"[0, 0, 1]"
8925,positive,@jetblue thanks!! great service in #t5 already! #lovejetblue,2015-02-17 09:39:11 -0800,New Hampshire,1,"[0, 0, 1]"
8926,positive,@jetblue i did...#flyfi worked well and was free aboard this flight,2015-02-17 09:35:09 -0800,"Queens, NY",1,"[0, 0, 1]"
8927,negative,@jetblue and they are telling me i got to get another hotel and food...so spend more money because you guys made me miss my connection,2015-02-17 09:32:34 -0800,"Yauco, Puerto Rico",-1,"[1, 0, 0]"
8928,negative,@jetblue already spent $300 to stay at hotel last night due to you guys rescheduling my flight. since my cancelled flightation i've spent almost $500,2015-02-17 09:31:42 -0800,"Yauco, Puerto Rico",-1,"[1, 0, 0]"
8929,positive,@jetblue seems very likely.,2015-02-17 09:30:40 -0800,"NY, NY",1,"[0, 0, 1]"
8930,negative,@jetblue they are rude and unhelpful. they suggested i catch a flight tomorrow i was supposed to be home today at 2 am and work is waiting,2015-02-17 09:30:14 -0800,"Yauco, Puerto Rico",-1,"[1, 0, 0]"
8931,neutral,@jetblue's ceo battles to appease passengers and wall street - http://t.co/frrfxccw7z http://t.co/nklw9ssvrq,2015-02-17 09:28:07 -0800,UK,0,"[0, 1, 0]"
8932,neutral,"@jetblue unfortunately no, but hoping i can catch one sometime in the near future!",2015-02-17 09:20:03 -0800,San Francisco,0,"[0, 1, 0]"
8933,negative,@jetblue why is my flight delayed 2.5 hours. this is insane. every other flight has made it to nyc.,2015-02-17 09:17:41 -0800,,-1,"[1, 0, 0]"
8934,neutral,@jetblue @ellahenderson ah! wish i was there! good luck!,2015-02-17 09:17:24 -0800,Seattle,0,"[0, 1, 0]"
8935,negative,@jetblue should i continue?,2015-02-17 09:14:55 -0800,"Yauco, Puerto Rico",-1,"[1, 0, 0]"
8936,neutral,"@jetblue ok great thanks! i had a great flight, fyi. i'm excited to fly again. i just was frustrated i was not able to check in.",2015-02-17 09:14:31 -0800,"NY, NY",0,"[0, 1, 0]"
8937,negative,@jetblue i do not want to deal with your customer service agents with no practical knowledge.provide me with a direct contact.,2015-02-17 09:14:28 -0800,,-1,"[1, 0, 0]"
8938,negative,@jetblue got flight reschedule to flight form pit to fll and our flight had mechanical problems so we were delayed an hour missed my connect,2015-02-17 09:12:09 -0800,"Yauco, Puerto Rico",-1,"[1, 0, 0]"
8939,positive,@jetblue well lucky i only fly jb..i guess i would be even more squished on any other airline 😞,2015-02-17 09:10:24 -0800,NYC | NOLA  ,1,"[0, 0, 1]"
8940,positive,"@jetblue she was a phone agent, pls do! peggy was pleasant, informative and delivered. ⭐️⭐️⭐️⭐️⭐️",2015-02-17 09:06:58 -0800,"Old Greenwich, CT",1,"[0, 0, 1]"
8941,neutral,@jetblue hopefully next time! can i send you my future itineraries so the next one can be planned when i'm there? 😂😂,2015-02-17 09:06:22 -0800,california ☀️,0,"[0, 1, 0]"
8942,positive,@jetblue @ellahenderson omg!  wish i had a flight today!  haha there's always next time!  have fun at #lft5,2015-02-17 09:02:00 -0800,NY,1,"[0, 0, 1]"
8943,negative,@jetblue my request has nothing to do with rescheduling. but customer service has such a bad attitude today. #badservice,2015-02-17 08:56:43 -0800,,-1,"[1, 0, 0]"
8944,negative,@jetblue busy due to storm but customer service should always be on point. more so now than ever #getittogether,2015-02-17 08:54:28 -0800,,-1,"[1, 0, 0]"
8945,neutral,"@jetblue no, i am fine to fly! haha, they come at random, with the hemophilia, but what if i need extra assistance",2015-02-17 08:52:42 -0800,Logan International Airport,0,"[0, 1, 0]"
8946,negative,@jetblue oh hell no. i'm not waiting again to get hung up on after speaking to 2 #rudeservice people,2015-02-17 08:50:50 -0800,,-1,"[1, 0, 0]"
8947,neutral,@jetblue's new ceo seeks the right balance to please passengers and wall ... - daily journal http://t.co/w8mtmsp2ry,2015-02-17 08:50:06 -0800,UK,0,"[0, 1, 0]"
8948,positive,@jetblue thank you!! miss you all so so much!! is this the link to the blog? or has that changed?,2015-02-17 08:49:24 -0800,,1,"[0, 0, 1]"
8949,neutral,"@jetblue i have a internal bleed in my foot, and i am flying next tuesday, what should i. do :( these. leeds come randomly. i",2015-02-17 08:49:16 -0800,Logan International Airport,0,"[0, 1, 0]"
8950,positive,@jetblue thank you!,2015-02-17 08:48:37 -0800,New York,1,"[0, 0, 1]"
8951,neutral,@jetblue can't view seat selection/change seat for flight tomorrow. can you look into this?,2015-02-17 08:46:58 -0800,"Boston, MA",0,"[0, 1, 0]"
8952,neutral,@jetblue what's the link for #flyfi,2015-02-17 08:42:03 -0800,,0,"[0, 1, 0]"
8953,negative,@jetblue is today's jetblue flight 918 (nyc-&gt;bos) delayed? my app says on time and the website says it's not...,2015-02-17 08:39:10 -0800,New York,-1,"[1, 0, 0]"
8954,positive,@jetblue to offer service from daytona beach to new york - albany business review http://t.co/duhbj41jhx,2015-02-17 08:36:06 -0800,USA,1,"[0, 0, 1]"
8955,negative,@jetblue please provide me your direct email for me to explain.,2015-02-17 08:19:20 -0800,,-1,"[1, 0, 0]"
8956,neutral,@jetblue i hear that the new thing in your planes are the fly-fi. how i can check if the flight that im going to take have it?,2015-02-17 08:12:43 -0800,Puerto Rico,0,"[0, 1, 0]"
8957,neutral,"@jetblue ceo weighs profits, flyers - @chronicleherald (registration) http://t.co/9vkj9s7jrm",2015-02-17 08:05:06 -0800,USA,0,"[0, 1, 0]"
8958,negative,@jetblue a flight delay due to pilots oversleeping is apparently an uncontrollable irregularity that is not eligible for delay compensation.,2015-02-17 06:44:53 -0800,,-1,"[1, 0, 0]"
8959,negative,@jetblue sitting on the plane in jfk waiting to take off doors are open catering is stocking up we are delayed but they couldn't be nicer,2015-02-17 06:41:24 -0800,,-1,"[1, 0, 0]"
8960,neutral,@jetblue really caring??,2015-02-17 06:21:57 -0800,Colombia,0,"[0, 1, 0]"
8961,positive,@jetblue no worries. delay was minor and dealt with nicely. it was captain of flight 2324 by the way.,2015-02-17 05:40:59 -0800,,1,"[0, 0, 1]"
8962,positive,@jetblue thanks! her flight leaves at 2 but she's arriving to the airport early. wedding is in vt in sept. grateful you fly to btv!! :),2015-02-17 05:07:11 -0800,"Savannah, GA",1,"[0, 0, 1]"
8963,neutral,"@jetblue ceo weighs profits, flyers - @chronicleherald (registration) http://t.co/l2n0eghdgn",2015-02-17 04:50:05 -0800,UK,0,"[0, 1, 0]"
8964,negative,@jetblue is really getting on my nerves !! 😡😡 #nothappy,2015-02-16 23:43:02 -0800,undecided,-1,"[1, 0, 0]"
8965,neutral,@jetblue's new ceo seeks the right balance to please passengers and wall ... - greenfield daily reporter http://t.co/lm3opxkxch,2015-02-16 23:36:05 -0800,USA,0,"[0, 1, 0]"
8966,negative,@usairways  is there a better time to call? my flight is on friday and i need to change it. worried i may be on hold until then.,2015-02-24 11:53:37 -0800,,-1,"[1, 0, 0]"
8967,negative,@usairways and when will one of these agents be available to speak?,2015-02-24 11:51:48 -0800,,-1,"[1, 0, 0]"
8968,neutral,@usairways is a dm possible if you aren't following me?,2015-02-24 11:48:37 -0800,Missourah,0,"[0, 1, 0]"
8969,neutral,@usairways fortunately you have staff like lynn s. and deedee who actually understand customer service and simply being nice.,2015-02-24 11:47:16 -0800,,0,"[0, 1, 0]"
8970,negative,@usairways just hung up on me again.  another waste of an hour of my time.  how am i supposed to book a one way award flight?  #badwebsite,2015-02-24 11:46:28 -0800,,-1,"[1, 0, 0]"
8971,neutral,@usairways never received such horrible service or treated so poorly as richard p. today. no excuse for attitude &amp; ripping up our tickets!,2015-02-24 11:43:55 -0800,,0,"[0, 1, 0]"
